order_id,warehouse,product,order_date,ship_date
589,W8,Headphones,2024-03-23,2024-03-29
590,W7,Camera,2024-04-26,2024-05-03
591,W3,Microphone,2024-04-27,2024-05-01
592,W2,SSD,2024-01-17,2024-01-21
593,W5,Headphones,2024-02-10,2024-02-15
594,W5,Tablet,2024-03-06,2024-03-11
595,W5,Smartwatch,2024-01-05,2024-01-06
596,W3,Mouse,2024-02-15,2024-02-19
597,W7,Tablet,2024-04-18,2024-04-23
598,W1,Printer,2024-02-06,2024-02-13
599,W6,Printer,2024-04-07,2024-04-11
600,W7,Router,2024-02-04,2024-02-07
601,W3,Speaker,2024-03-13,2024-03-16
602,W2,Printer,2024-03-16,2024-03-18
603,W6,Keyboard,2024-01-01,2024-01-04
604,W3,Router,2024-03-15,2024-03-17
605,W6,Speaker,2024-01-14,2024-01-16
606,W4,Microphone,2024-02-04,2024-02-08
607,W7,GPU,2024-02-02,2024-02-04
608,W5,Keyboard,2024-03-12,2024-03-19
609,W8,Keyboard,2024-03-16,2024-03-17
610,W8,Router,2024-03-31,2024-04-07
611,W7,Phone,2024-01-30,2024-02-01
612,W4,Printer,2024-03-08,2024-03-13
613,W8,Speaker,2024-02-09,2024-02-10
614,W1,Headphones,2024-04-22,2024-04-25
615,W4,Keyboard,2024-01-14,2024-01-15
616,W2,GPU,2024-03-09,2024-03-13
617,W7,Laptop,2024-04-25,2024-04-26
618,W6,Camera,2024-01-05,2024-01-06
619,W6,Mouse,2024-03-03,2024-03-05
620,W1,Printer,2024-01-03,2024-01-10
621,W4,Headphones,2024-02-12,2024-02-19
622,W7,Keyboard,2024-04-18,2024-04-21
623,W4,GPU,2024-02-29,2024-03-06
624,W8,Headphones,2024-02-29,2024-03-02
625,W7,Keyboard,2024-01-28,2024-01-30
626,W6,Printer,2024-01-12,2024-01-18
627,W7,SSD,2024-03-13,2024-03-17
628,W2,Headphones,2024-02-05,2024-02-07
629,W6,Tablet,2024-04-02,2024-04-07
630,W8,Headphones,2024-03-08,2024-03-14
631,W1,Keyboard,2024-03-01,2024-03-06
632,W2,Speaker,2024-04-26,2024-04-28
633,W6,Phone,2024-04-11,2024-04-17
634,W7,SSD,2024-04-05,2024-04-09
635,W8,Monitor,2024-02-24,2024-02-26
636,W8,Tablet,2024-04-10,2024-04-17
637,W2,Speaker,2024-04-18,2024-04-20
638,W4,Phone,2024-04-02,2024-04-06
639,W3,Camera,2024-02-16,2024-02-19
640,W4,Smartwatch,2024-01-06,2024-01-09
641,W5,Laptop,2024-01-17,2024-01-19
642,W2,Phone,2024-03-03,2024-03-10
643,W5,Mouse,2024-03-18,2024-03-20
644,W8,Mouse,2024-03-17,2024-03-18
645,W3,Headphones,2024-02-05,2024-02-10
646,W6,Speaker,2024-01-11,2024-01-15
647,W1,GPU,2024-03-23,2024-03-24
648,W8,Router,2024-01-04,2024-01-09
649,W8,SSD,2024-03-26,2024-03-29
650,W3,SSD,2024-03-28,2024-03-31
651,W8,Speaker,2024-04-27,2024-04-28
652,W3,Printer,2024-01-22,2024-01-27
653,W6,Router,2024-01-02,2024-01-08
654,W7,Speaker,2024-02-11,2024-02-15
655,W2,Camera,2024-03-25,2024-03-29
656,W2,Microphone,2024-04-16,2024-04-19
657,W8,Headphones,2024-03-30,2024-04-06
658,W1,Phone,2024-01-26,2024-02-02
659,W5,GPU,2024-02-10,2024-02-16
660,W2,Laptop,2024-04-29,2024-05-01
661,W3,Router,2024-02-03,2024-02-10
662,W2,Printer,2024-03-31,2024-04-07
663,W5,Phone,2024-04-28,2024-05-04
664,W1,SSD,2024-03-04,2024-03-09
665,W2,Tablet,2024-01-05,2024-01-10
666,W7,Monitor,2024-02-22,2024-02-28
667,W2,Monitor,2024-01-31,2024-02-02
668,W1,Smartwatch,2024-02-13,2024-02-15
669,W7,Tablet,2024-03-25,2024-03-29
670,W5,Router,2024-02-22,2024-02-26
671,W7,SSD,2024-02-07,2024-02-11
672,W6,Headphones,2024-03-09,2024-03-14
673,W2,Tablet,2024-01-17,2024-01-18
674,W3,Monitor,2024-03-16,2024-03-18
675,W4,Laptop,2024-04-07,2024-04-13
676,W1,Tablet,2024-02-26,2024-02-28
677,W5,Smartwatch,2024-03-31,2024-04-02
678,W2,Keyboard,2024-04-16,2024-04-17
679,W5,Smartwatch,2024-03-05,2024-03-07
680,W1,Monitor,2024-04-20,2024-04-25
681,W7,Mouse,2024-01-29,2024-02-01
682,W5,Camera,2024-02-21,2024-02-27
683,W8,Headphones,2024-04-19,2024-04-26
684,W2,Tablet,2024-03-29,2024-03-31
685,W1,Monitor,2024-03-10,2024-03-12
686,W8,Monitor,2024-02-25,2024-02-29
687,W8,Camera,2024-03-11,2024-03-12
688,W6,Speaker,2024-04-09,2024-04-10
689,W8,Tablet,2024-04-24,2024-04-26
690,W6,Camera,2024-02-20,2024-02-27
691,W4,Tablet,2024-03-25,2024-03-29
692,W8,Tablet,2024-03-08,2024-03-11
693,W3,Smartwatch,2024-04-28,2024-04-29
694,W8,Keyboard,2024-03-26,2024-03-27
695,W5,GPU,2024-03-03,2024-03-07
696,W1,Speaker,2024-01-21,2024-01-24
697,W1,Keyboard,2024-03-17,2024-03-23
698,W5,SSD,2024-01-13,2024-01-14
699,W4,Camera,2024-02-28,2024-02-29
700,W1,Router,2024-02-02,2024-02-07
701,W1,Microphone,2024-02-28,2024-02-29
702,W8,Camera,2024-04-15,2024-04-21
703,W3,Headphones,2024-04-27,2024-05-02
704,W3,Speaker,2024-03-13,2024-03-17
705,W1,Tablet,2024-04-21,2024-04-24
706,W7,Phone,2024-04-03,2024-04-10
707,W5,Router,2024-02-18,2024-02-19
708,W2,GPU,2024-02-11,2024-02-14
709,W8,Keyboard,2024-02-19,2024-02-22
710,W3,Camera,2024-03-17,2024-03-24
711,W7,GPU,2024-01-16,2024-01-17
712,W1,Microphone,2024-03-28,2024-04-02
713,W4,Camera,2024-03-08,2024-03-15
714,W3,Speaker,2024-03-11,2024-03-18
715,W5,Printer,2024-03-23,2024-03-27
716,W3,Monitor,2024-02-18,2024-02-22
717,W4,Speaker,2024-03-29,2024-04-02
718,W8,Tablet,2024-03-02,2024-03-09
719,W1,Printer,2024-04-29,2024-05-03
720,W6,Laptop,2024-03-01,2024-03-07
721,W1,GPU,2024-02-27,2024-02-28
722,W4,Camera,2024-02-01,2024-02-06
723,W7,Phone,2024-03-04,2024-03-06
724,W1,Microphone,2024-02-14,2024-02-16
725,W1,SSD,2024-01-06,2024-01-07
726,W7,Headphones,2024-02-27,2024-03-04
727,W5,Printer,2024-01-16,2024-01-19
728,W8,Keyboard,2024-04-08,2024-04-13
729,W3,SSD,2024-02-11,2024-02-16
730,W4,Headphones,2024-01-20,2024-01-26
731,W5,Camera,2024-03-11,2024-03-17
732,W1,Speaker,2024-02-03,2024-02-08
733,W5,Monitor,2024-02-12,2024-02-16
734,W1,Keyboard,2024-03-09,2024-03-14
735,W2,Mouse,2024-04-19,2024-04-20
736,W8,Speaker,2024-04-01,2024-04-08
737,W3,Mouse,2024-01-15,2024-01-17
738,W3,Phone,2024-04-26,2024-05-03
739,W8,Keyboard,2024-02-07,2024-02-08
740,W5,Speaker,2024-02-21,2024-02-22
741,W2,Phone,2024-02-27,2024-02-29
742,W6,Printer,2024-04-05,2024-04-06
743,W8,Mouse,2024-03-13,2024-03-16
744,W8,Laptop,2024-01-05,2024-01-12
745,W1,Printer,2024-02-25,2024-02-27
746,W7,Microphone,2024-02-27,2024-03-05
747,W1,GPU,2024-04-26,2024-04-28
748,W6,Speaker,2024-03-11,2024-03-17
749,W1,Router,2024-04-20,2024-04-26
750,W1,Printer,2024-02-15,2024-02-17
751,W3,Speaker,2024-02-01,2024-02-03
752,W4,Router,2024-04-26,2024-04-29
753,W7,Router,2024-03-15,2024-03-17
754,W1,Monitor,2024-01-30,2024-02-01
755,W2,Headphones,2024-02-25,2024-03-03
756,W3,Smartwatch,2024-03-23,2024-03-25
757,W1,Headphones,2024-03-03,2024-03-08
758,W1,Laptop,2024-03-23,2024-03-30
759,W7,Laptop,2024-04-01,2024-04-05
760,W5,Phone,2024-01-05,2024-01-10
761,W8,Mouse,2024-01-25,2024-01-29
762,W3,Camera,2024-02-02,2024-02-08
763,W7,Keyboard,2024-02-27,2024-02-28
764,W7,Tablet,2024-03-22,2024-03-23
765,W6,Headphones,2024-03-29,2024-04-04
766,W6,SSD,2024-01-11,2024-01-14
767,W5,Laptop,2024-04-21,2024-04-27
768,W5,Speaker,2024-03-21,2024-03-24
769,W3,Headphones,2024-03-08,2024-03-14
770,W6,Headphones,2024-03-05,2024-03-12
771,W4,Router,2024-03-30,2024-04-01
772,W4,Laptop,2024-02-16,2024-02-20
773,W7,Camera,2024-02-13,2024-02-19
774,W1,Smartwatch,2024-03-02,2024-03-08
775,W5,Headphones,2024-02-07,2024-02-08
776,W5,GPU,2024-03-13,2024-03-20
777,W8,Laptop,2024-01-23,2024-01-28
778,W6,Microphone,2024-01-13,2024-01-19
779,W5,Camera,2024-01-10,2024-01-13
780,W5,Tablet,2024-02-06,2024-02-10
781,W2,Monitor,2024-02-25,2024-03-01
782,W8,Smartwatch,2024-03-22,2024-03-29
783,W3,Smartwatch,2024-02-08,2024-02-12
784,W2,Camera,2024-01-20,2024-01-27
785,W5,Monitor,2024-04-10,2024-04-13
786,W2,SSD,2024-04-15,2024-04-18
787,W1,Monitor,2024-03-15,2024-03-16
788,W3,Smartwatch,2024-02-20,2024-02-27
789,W4,Headphones,2024-03-24,2024-03-27
790,W4,Headphones,2024-01-08,2024-01-14
791,W8,Keyboard,2024-04-16,2024-04-22
792,W1,GPU,2024-04-21,2024-04-28
793,W6,Tablet,2024-01-14,2024-01-18
794,W4,Tablet,2024-01-10,2024-01-11
795,W2,SSD,2024-04-05,2024-04-12
796,W2,GPU,2024-01-31,2024-02-02
797,W8,Speaker,2024-02-03,2024-02-09
798,W8,Keyboard,2024-03-30,2024-04-06
799,W4,Monitor,2024-01-13,2024-01-19
800,W5,GPU,2024-03-23,2024-03-29
801,W4,Phone,2024-04-13,2024-04-14
802,W1,SSD,2024-03-11,2024-03-17
803,W8,Tablet,2024-02-01,2024-02-02
804,W5,Speaker,2024-02-26,2024-03-01
805,W5,Laptop,2024-04-13,2024-04-20
806,W5,Camera,2024-04-21,2024-04-23
807,W8,Printer,2024-01-31,2024-02-05
808,W4,Headphones,2024-04-03,2024-04-10
809,W5,Camera,2024-02-26,2024-03-04
810,W5,Laptop,2024-01-19,2024-01-20
811,W6,Speaker,2024-01-07,2024-01-11
812,W2,Camera,2024-02-06,2024-02-12
813,W1,Tablet,2024-03-11,2024-03-15
814,W2,Monitor,2024-02-02,2024-02-07
815,W4,Microphone,2024-04-20,2024-04-22
816,W4,Speaker,2024-04-06,2024-04-12
817,W4,GPU,2024-03-16,2024-03-19
818,W5,Monitor,2024-03-20,2024-03-23
819,W3,Mouse,2024-01-01,2024-01-05
820,W6,Printer,2024-01-14,2024-01-21
821,W2,Phone,2024-02-28,2024-02-29
822,W3,Speaker,2024-03-28,2024-04-03
823,W1,Router,2024-02-29,2024-03-05
824,W8,Phone,2024-02-03,2024-02-09
825,W7,Headphones,2024-01-31,2024-02-04
826,W4,Router,2024-03-18,2024-03-23
827,W7,Printer,2024-02-24,2024-02-25
828,W5,Camera,2024-02-17,2024-02-20
829,W2,Printer,2024-04-16,2024-04-20
830,W8,Tablet,2024-03-05,2024-03-10
831,W4,Headphones,2024-02-06,2024-02-07
832,W8,Smartwatch,2024-01-31,2024-02-02
833,W6,Camera,2024-04-26,2024-04-28
834,W8,Mouse,2024-04-16,2024-04-22
835,W1,Printer,2024-03-21,2024-03-23
836,W7,Laptop,2024-01-21,2024-01-26
837,W3,Speaker,2024-03-19,2024-03-22
838,W2,Camera,2024-02-14,2024-02-15
839,W7,Router,2024-02-26,2024-03-01
840,W4,Monitor,2024-01-23,2024-01-27
841,W4,GPU,2024-02-14,2024-02-17
842,W7,Camera,2024-01-16,2024-01-18
843,W2,Router,2024-01-22,2024-01-23
844,W5,Router,2024-03-05,2024-03-11
845,W7,Tablet,2024-02-06,2024-02-07
846,W2,GPU,2024-03-21,2024-03-26
847,W7,GPU,2024-02-22,2024-02-24
848,W4,Headphones,2024-04-26,2024-05-02
849,W3,Router,2024-03-06,2024-03-08
850,W1,Camera,2024-03-17,2024-03-21
851,W2,Phone,2024-01-10,2024-01-16
852,W4,Phone,2024-01-11,2024-01-16
853,W1,Tablet,2024-02-02,2024-02-07
854,W7,Router,2024-03-22,2024-03-24
855,W1,Headphones,2024-01-19,2024-01-20
856,W1,Smartwatch,2024-01-15,2024-01-22
857,W3,Monitor,2024-04-27,2024-05-01
858,W5,SSD,2024-03-15,2024-03-18
859,W3,Keyboard,2024-02-16,2024-02-17
860,W2,Camera,2024-04-14,2024-04-21
861,W7,Monitor,2024-01-09,2024-01-11
862,W1,Laptop,2024-03-26,2024-03-30
863,W7,Headphones,2024-04-01,2024-04-03
864,W2,Phone,2024-01-16,2024-01-22
865,W1,Laptop,2024-03-05,2024-03-07
866,W6,GPU,2024-02-10,2024-02-14
867,W3,Printer,2024-01-31,2024-02-01
868,W7,Mouse,2024-03-12,2024-03-16
869,W2,Smartwatch,2024-04-08,2024-04-12
870,W1,Mouse,2024-03-06,2024-03-07
871,W8,Speaker,2024-03-14,2024-03-18
872,W1,Tablet,2024-03-20,2024-03-23
873,W6,GPU,2024-04-02,2024-04-04
874,W3,Mouse,2024-02-09,2024-02-14
875,W7,Printer,2024-01-18,2024-01-19
876,W2,Camera,2024-02-01,2024-02-07
877,W5,Headphones,2024-04-28,2024-05-02
878,W7,Tablet,2024-03-17,2024-03-19
879,W4,Laptop,2024-01-28,2024-01-31
880,W4,Tablet,2024-02-27,2024-03-03
881,W2,Headphones,2024-02-05,2024-02-10
882,W8,Mouse,2024-02-08,2024-02-13
883,W7,Router,2024-03-05,2024-03-06
884,W1,Speaker,2024-03-12,2024-03-17
885,W8,Smartwatch,2024-04-07,2024-04-12
886,W4,Headphones,2024-01-25,2024-01-26
887,W2,Router,2024-04-04,2024-04-07
888,W3,Router,2024-03-22,2024-03-29
889,W5,Smartwatch,2024-04-27,2024-05-04
890,W4,Tablet,2024-03-23,2024-03-25
891,W5,Smartwatch,2024-02-27,2024-02-28
892,W8,Monitor,2024-01-20,2024-01-27
893,W6,Mouse,2024-04-02,2024-04-03
894,W6,Phone,2024-03-14,2024-03-17
895,W7,Headphones,2024-04-13,2024-04-15
896,W6,Keyboard,2024-04-05,2024-04-06
897,W5,Mouse,2024-03-18,2024-03-23
898,W5,Monitor,2024-04-28,2024-05-01
899,W8,Microphone,2024-04-18,2024-04-21
900,W1,Mouse,2024-02-09,2024-02-10
901,W4,Smartwatch,2024-04-20,2024-04-26
902,W1,Phone,2024-01-14,2024-01-17
903,W6,GPU,2024-02-29,2024-03-06
904,W8,Printer,2024-03-23,2024-03-26
905,W4,Printer,2024-01-15,2024-01-17
906,W6,Smartwatch,2024-01-20,2024-01-25
907,W7,GPU,2024-03-31,2024-04-01
908,W6,Keyboard,2024-01-15,2024-01-18
909,W4,Phone,2024-04-13,2024-04-20
910,W4,Headphones,2024-02-04,2024-02-06
911,W5,Mouse,2024-04-15,2024-04-20
912,W5,Camera,2024-01-29,2024-02-05
913,W3,Mouse,2024-04-29,2024-05-06
914,W3,Mouse,2024-03-13,2024-03-15
915,W2,Router,2024-04-02,2024-04-03
916,W2,Tablet,2024-02-08,2024-02-10
917,W2,Microphone,2024-01-23,2024-01-26
918,W2,Laptop,2024-04-28,2024-05-01
919,W2,Headphones,2024-01-05,2024-01-11
920,W1,Router,2024-02-02,2024-02-03
921,W8,Speaker,2024-01-14,2024-01-17
922,W6,SSD,2024-01-25,2024-01-30
923,W8,Printer,2024-02-27,2024-02-28
924,W8,Mouse,2024-01-20,2024-01-21
925,W2,Headphones,2024-02-12,2024-02-13
926,W8,Keyboard,2024-04-12,2024-04-13
927,W1,Router,2024-01-24,2024-01-29
928,W7,Laptop,2024-01-11,2024-01-16
929,W6,GPU,2024-01-23,2024-01-28
930,W5,Headphones,2024-02-24,2024-02-29
931,W1,Speaker,2024-04-11,2024-04-17
932,W2,Laptop,2024-01-04,2024-01-07
933,W8,Tablet,2024-03-03,2024-03-10
934,W7,Mouse,2024-01-23,2024-01-29
935,W6,SSD,2024-03-23,2024-03-27
936,W3,Keyboard,2024-03-20,2024-03-23
937,W2,Tablet,2024-03-09,2024-03-10
938,W1,Microphone,2024-04-06,2024-04-10
939,W8,GPU,2024-02-01,2024-02-07
940,W2,Microphone,2024-03-22,2024-03-29
941,W5,Headphones,2024-03-26,2024-03-31
942,W4,Monitor,2024-04-28,2024-05-04
943,W6,Router,2024-04-28,2024-05-03
944,W6,GPU,2024-04-24,2024-04-30
945,W1,Smartwatch,2024-04-29,2024-05-01
946,W4,Mouse,2024-02-27,2024-03-03
947,W7,GPU,2024-01-05,2024-01-10
948,W6,Camera,2024-04-03,2024-04-09
949,W3,Monitor,2024-03-28,2024-04-02
950,W6,Router,2024-04-15,2024-04-19
951,W3,Camera,2024-02-07,2024-02-13
952,W1,Router,2024-03-01,2024-03-08
953,W8,Smartwatch,2024-02-03,2024-02-06
954,W3,Headphones,2024-03-10,2024-03-16
955,W3,Microphone,2024-01-05,2024-01-09
956,W6,Smartwatch,2024-01-15,2024-01-22
957,W1,GPU,2024-04-07,2024-04-14
958,W4,Tablet,2024-02-20,2024-02-24
959,W5,Microphone,2024-02-15,2024-02-18
960,W3,Router,2024-03-26,2024-03-31
961,W5,SSD,2024-01-18,2024-01-21
962,W4,Mouse,2024-02-27,2024-03-05
963,W7,Printer,2024-01-21,2024-01-23
964,W4,Phone,2024-02-17,2024-02-24
965,W4,Laptop,2024-01-11,2024-01-13
966,W5,Router,2024-04-20,2024-04-24
967,W2,Keyboard,2024-02-26,2024-03-03
968,W8,SSD,2024-01-08,2024-01-12
969,W8,Laptop,2024-04-03,2024-04-08
970,W6,Laptop,2024-02-14,2024-02-15
971,W1,Tablet,2024-04-26,2024-05-03
972,W4,Speaker,2024-01-05,2024-01-10
973,W7,Mouse,2024-04-14,2024-04-17
974,W1,Phone,2024-02-10,2024-02-13
975,W8,SSD,2024-04-16,2024-04-20
976,W5,GPU,2024-03-03,2024-03-07
977,W1,SSD,2024-01-30,2024-02-05
978,W5,Speaker,2024-04-30,2024-05-04
979,W6,Laptop,2024-01-27,2024-01-30
980,W8,Microphone,2024-01-17,2024-01-18
981,W2,Laptop,2024-01-30,2024-02-04
982,W7,Printer,2024-03-18,2024-03-21
983,W4,Mouse,2024-03-01,2024-03-03
984,W5,Printer,2024-04-16,2024-04-17
985,W3,Smartwatch,2024-03-12,2024-03-16
986,W3,Monitor,2024-02-17,2024-02-22
987,W7,Keyboard,2024-03-25,2024-03-26
988,W7,Smartwatch,2024-03-01,2024-03-02
989,W4,Camera,2024-03-14,2024-03-16
990,W8,Smartwatch,2024-01-13,2024-01-15
991,W4,SSD,2024-02-28,2024-03-05
992,W1,Camera,2024-04-26,2024-05-03
993,W6,Tablet,2024-01-15,2024-01-19
994,W3,Phone,2024-02-28,2024-03-02
995,W7,Speaker,2024-01-25,2024-01-27
996,W2,Mouse,2024-01-10,2024-01-12
997,W2,Headphones,2024-04-22,2024-04-27
998,W1,Speaker,2024-02-24,2024-02-27
999,W2,Smartwatch,2024-01-25,2024-01-31
1000,W4,SSD,2024-02-19,2024-02-26
